Target,Function Target,Number of Alpha Carbons in Target,Reference,Function Reference,Number of Alpha Carbons in Reference,Distance
6KCP,,356,5QQL,HYDROLASE/TRANSFERASE,333,1.2169980554540023
6KCP,,304,4GCJ,TRANSFERASE/TRANSFERASE INHIBITOR,333,1.2170845996616095
8HAQ,,698,2GF0,TRANSPORT PROTEIN,490,1.217307517578115
6XZV,,180,2GCN,SIGNALING PROTEIN,238,1.2174729915080893
7X15,,319,3LUI,PROTEIN TRANSPORT,251,1.217513486547874
6XG7,,298,1YKR,TRANSFERASE,304,1.2176854189500623
7ALT,,643,4YW9,LYASE,535,1.2177645249100535
6SLW,,356,5QQL,HYDROLASE/TRANSFERASE,245,1.2178806962532718
7ZC9,,304,4GCJ,TRANSFERASE/TRANSFERASE INHIBITOR,392,1.2179193588820614
7AZW,,168,1YZG,TRANSPORT PROTEIN,235,1.2179525279807015
6XG7,,356,5QQL,HYDROLASE/TRANSFERASE,304,1.2179679639973855
7BJO,,411,6SI1,DNA BINDING PROTEIN,257,1.2180711885154831
7CMR,,411,6SI1,DNA BINDING PROTEIN,263,1.2182194130742412
7PO9,,260,6SIP,PEPTIDE BINDING PROTEIN,172,1.2182360399380432
6WFW,,741,6HTW,TRANSLATION,491,1.2183396260001984
8EWR,,304,4GCJ,TRANSFERASE/TRANSFERASE INHIBITOR,447,1.218435465165156
7BJO,,356,5QQM,HYDROLASE/TRANSFERASE,257,1.218458675864179
6XZK,,179,1M7B,SIGNALING PROTEIN,240,1.2187411654926474
8C6B,,792,6TA7,RNA BINDING PROTEIN,500,1.218787623310174
8X72,,319,3LUI,PROTEIN TRANSPORT,294,1.2188395818358555
7Y9C,,852,4ANV,TRANSFERASE,562,1.218866128884184
7CQV,,303,7ZPC,CELL CYCLE,195,1.2188679690709552
8OMK,,424,4RJL,TRANSLATION,600,1.2188811313769423
6KCP,,296,5MHQ,CELL CYCLE/INHIBITOR,333,1.218888809248367
7ZC9,,285,2R3K,TRANSFERASE,392,1.2189895914568127
6PGW,,533,6WGN,SIGNALING PROTEIN/INHIBITOR,427,1.219165591442151
8G8O,,840,4GB9,TRANSFERASE/TRANSFERASE INHIBITOR,558,1.219237960160921
6XWV,,741,6HTW,TRANSLATION,536,1.2192916448991111
6X5Q,,457,7G8E,CYTOSOLIC PROTEIN,284,1.2193093287373171
7MRO,,168,3RSO,SIGNALING PROTEIN,305,1.219317746598754
7FCL,,308,6RVN,CELL CYCLE,438,1.219396737360438
8HAQ,,792,6TA7,RNA BINDING PROTEIN,490,1.2195564917515291
7JO7,,260,6SIP,PEPTIDE BINDING PROTEIN,367,1.2196430521628772
7ZFX,,400,1KJZ,TRANSLATION,249,1.2196852122960569
6T2M,,308,6RVN,CELL CYCLE,249,1.2197784604957709
6T2M,,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",249,1.219839836370065
7MRO,,183,1ZNY,TRANSFERASE,305,1.2200234551190563
6XTZ,,303,7ZPC,CELL CYCLE,425,1.220056196141275
8BOK,,182,6JIK,SIGNALING PROTEIN,282,1.2203006820568565
7DOV,,313,1GFI,SIGNAL TRANSDUCTION PROTEIN,445,1.220313136031434
8HAQ,,674,1RDY,HYDROLASE,490,1.2203573686517477
8CK5,,400,1KJZ,TRANSLATION,251,1.220372868529426
7JHD,,535,4EDW,IMMUNE SYSTEM,467,1.2203789442033235
7CMR,,399,4DHE,CELL CYCLE,263,1.2204223279425983
6KD6,,303,7ZPC,CELL CYCLE,325,1.2205225484411917
6ZUW,,180,2GCN,SIGNALING PROTEIN,287,1.220738399432609
7MQY,,457,7G8E,CYTOSOLIC PROTEIN,370,1.220875859404101
7YFK,,860,6HI2,TRANSFERASE,580,1.2209093849812642
6YRB,,180,2GCN,SIGNALING PROTEIN,199,1.2210017452317
7YBX,,457,7G8E,CYTOSOLIC PROTEIN,300,1.2210724535987103
6UPR,,411,6SI1,DNA BINDING PROTEIN,543,1.2211544651419766
7LG3,,250,7VV8,CELL CYCLE,394,1.2211792563663275
7MRO,,313,1GFI,SIGNAL TRANSDUCTION PROTEIN,305,1.221241327343438
1D4X,,772,1EFC,RNA BINDING PROTEIN,492,1.2212631051312377
6V4E,,260,6SIP,PEPTIDE BINDING PROTEIN,204,1.221291833248887
8D6F,,772,1EFC,RNA BINDING PROTEIN,542,1.2213046744150693
6S7F,,356,5QQM,HYDROLASE/TRANSFERASE,523,1.2213489578407004
6YYK,,441,8DGO,SIGNALING PROTEIN,318,1.221415934163824
6S9F,,483,5VBZ,HYDROLASE,598,1.221465124973264
8SKI,,621,4ZI2,HYDROLASE,426,1.2215191684000002
8CIH,,250,6RL4,PEPTIDE BINDING PROTEIN,362,1.2215728787893176
6LTK,,308,6RVN,CELL CYCLE,208,1.22157966902526
7POK,,535,4EDW,IMMUNE SYSTEM,372,1.2216573541714253
6KD6,,316,1CIP,HYDROLASE,325,1.2216627879760944
6ELK,,250,6RL4,PEPTIDE BINDING PROTEIN,392,1.2216725479220587
6S9F,,611,4GNL,LYASE,598,1.22170617877161
7AYV,,792,6TA7,RNA BINDING PROTEIN,502,1.2217313776576983
6VJ8,,282,3RAH,TRANSFERASE/TRANSFERASE INHIBITOR,182,1.2218567245241778
6V4H,,303,7ZPC,CELL CYCLE,209,1.2218603865911268
8C6H,,792,6TA7,RNA BINDING PROTEIN,500,1.2219126383449626
6YUY,,249,7ULF,LIGASE,360,1.2220766467344997
3N9Q,,308,6RVN,CELL CYCLE,496,1.2223038104195407
3K6J,,303,7ZPC,CELL CYCLE,431,1.222356915556747
6QQ4,,199,5TX4,TRANSFERASE/CYTOKINE,243,1.2224335775560886
7CUY,,454,6ZQT,PROTEIN BINDING,307,1.222463626723404
8DHU,,365,4XUL,TRANSFERASE,299,1.2226414203014095
6XYS,,399,4DHE,CELL CYCLE,537,1.2226877167526846
7LG3,,260,6SIP,PEPTIDE BINDING PROTEIN,394,1.2227207581761044
7PWT,,304,4GCJ,TRANSFERASE/TRANSFERASE INHIBITOR,237,1.222762921694646
8DIO,,319,3LUI,PROTEIN TRANSPORT,300,1.2228057914139536
6S7F,,356,5QQL,HYDROLASE/TRANSFERASE,523,1.2229681842295927
7ALT,,533,6WGN,SIGNALING PROTEIN/INHIBITOR,535,1.222974610299042
6KOJ,,260,6SIP,PEPTIDE BINDING PROTEIN,257,1.222976531320214
7POK,,279,1GII,TRANSFERASE,372,1.2230394970911334
6TFW,,427,4IBY,DNA BINDING PROTEIN,530,1.223041357472541
7AB8,,180,2GCN,SIGNALING PROTEIN,311,1.2230419825323626
7AZW,,168,3RSO,SIGNALING PROTEIN,235,1.2231128523240904
7VNI,,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,433,1.22333256332076
8SWE,,424,4RJL,TRANSLATION,574,1.2234635285131403
6PKH,,399,4DHE,CELL CYCLE,312,1.2235098201042742
7POK,,282,3RAH,TRANSFERASE/TRANSFERASE INHIBITOR,372,1.2235478074398265
6Q9M,,643,4YW9,LYASE,525,1.2236000003223155
7BJO,,356,5QQL,HYDROLASE/TRANSFERASE,257,1.2236570239899196
6PZS,,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,362,1.223686305372527
6KCP,,356,5QQM,HYDROLASE/TRANSFERASE,333,1.2236992565084703
8PZ9,,400,1KJZ,TRANSLATION,246,1.2237698124662644
7ZC9,,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",392,1.2237710370763817
6Y20,,612,6IYB,TRANSPORT PROTEIN,495,1.2237805987439638
8C1U,,792,6TA7,RNA BINDING PROTEIN,500,1.2239407045231787
8DHU,,399,4DHE,CELL CYCLE,299,1.2241800606355888
7NYQ,,411,6SI1,DNA BINDING PROTEIN,566,1.22429566547514
8A8Q,,308,6RVN,CELL CYCLE,489,1.2244798300414412
7JVO,,441,8DGO,SIGNALING PROTEIN,432,1.224686042098012
8C6A,,792,6TA7,RNA BINDING PROTEIN,500,1.2247653429504026
6ZW1,,285,2R3K,TRANSFERASE,380,1.2248528076019158
6KD6,,285,2R3K,TRANSFERASE,325,1.2250391356709047
6WFW,,751,3U6B,TRANSLATION FACTOR/ANTIBIOTIC,491,1.2251681232412617
6YYK,,365,4XUL,TRANSFERASE,318,1.2253184183406591
7UAD,,180,2GCN,SIGNALING PROTEIN,277,1.2255251145764712
8D7P,,454,6ZQT,PROTEIN BINDING,594,1.2255290127243983
6XZJ,,400,1KJZ,TRANSLATION,245,1.2256221772302989
1ZL9,,292,2C6I,TRANSFERASE,414,1.2256680353903848
7FCL,,303,7ZPC,CELL CYCLE,438,1.2257736589480823
6JLH,,768,4Q00,METAL TRANSPORT,531,1.2257986308284785
6KOJ,,182,1SVI,HYDROLASE,257,1.225865182686692
7KP1,,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",378,1.225908876087203
6HXY,,319,3LUI,PROTEIN TRANSPORT,301,1.226003433690178
6XTZ,,296,5MHQ,CELL CYCLE/INHIBITOR,425,1.2260804549295952
8OIJ,,296,5MHQ,CELL CYCLE/INHIBITOR,350,1.2260972676210482
8UQB,,643,4YW9,LYASE,408,1.226154853278986
7ZC9,,483,5VBZ,HYDROLASE,392,1.226309841506032
6JVR,,182,6JIK,SIGNALING PROTEIN,305,1.2263205771620456
6XG7,,283,3SW7,TRANSFERASE/TRANSFERASE INHIBITOR,304,1.2263796188636455
8OMK,,977,5TC3,OXIDOREDUCTASE,600,1.2264765710900298
6ZMU,,285,2R3K,TRANSFERASE,424,1.226484756783521
7UAD,,198,4LOF,APOPTOSIS,277,1.2266370989961477
7XUB,,329,8JCA,PROTEIN BINDING,538,1.2266558309012945
7PWT,,313,1GFI,SIGNAL TRANSDUCTION PROTEIN,237,1.2266996439655835
7MRO,,182,1SVI,HYDROLASE,305,1.2267789679464869
7Q4I,,441,8DGO,SIGNALING PROTEIN,569,1.2269925903474843
6LPH,,161,4L9S,SIGNALING PROTEIN,272,1.227065425542491
7OC3,,250,7VV8,CELL CYCLE,407,1.2272349241838292
6Y20,,743,4TMX,TRANSLATION,495,1.227441462213483
6ZMU,,282,1KE8,TRANSFERASE,424,1.2274543952075303
7DAX,,313,1GFI,SIGNAL TRANSDUCTION PROTEIN,452,1.2274888456571504
1D4X,,720,5JCP,"SIGNALING PROTEIN,HYDROLASE",492,1.2275212970303186
8OMK,,860,6HI2,TRANSFERASE,600,1.2275965977163177
8BJK,,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,366,1.2276390815863525
6XZI,,400,1KJZ,TRANSLATION,247,1.2276423806113277
8HTC,,399,4DHE,CELL CYCLE,290,1.2276529254698798
6KOJ,,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,257,1.227707550481379
7VNH,,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,225,1.2278653278370106
8DHU,,411,6SI1,DNA BINDING PROTEIN,299,1.2278976150280907
7MRO,,172,8QUG,TRANSFERASE,305,1.2279548337249668
7JW6,,427,4IBY,DNA BINDING PROTEIN,231,1.2280184054113656
6WMS,,427,4IBY,DNA BINDING PROTEIN,419,1.2280203073119125
7OXU,,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",249,1.22808010799164
7O08,,304,4GCJ,TRANSFERASE/TRANSFERASE INHIBITOR,451,1.2281226778598773
7DOV,,454,6ZQT,PROTEIN BINDING,445,1.2282709288171536
6TWA,,356,5QQM,HYDROLASE/TRANSFERASE,522,1.2282827035028483
8HTC,,168,3RSO,SIGNALING PROTEIN,290,1.228413231921692
6S7X,,454,6ZQT,PROTEIN BINDING,332,1.228669036338348
7AXF,,399,4DHE,CELL CYCLE,267,1.2287760235180951
7MNU,,400,1KJZ,TRANSLATION,243,1.228804748536414
8OIJ,,285,2R3K,TRANSFERASE,350,1.2289697538937163
7SH4,,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",378,1.229134742514281
7O2R,,643,4YW9,LYASE,357,1.2291436860937477
7R5F,,182,6JIK,SIGNALING PROTEIN,301,1.229149880862315
7SH4,,250,6RL4,PEPTIDE BINDING PROTEIN,378,1.2293324694268324
6WFW,,670,3ZYC,HYDROLASE,491,1.2294834234694056
5SGM,,483,5VBZ,HYDROLASE,315,1.2295434819534694
7JL7,,792,6TA7,RNA BINDING PROTEIN,479,1.2295702080524515
7MRO,,316,1CIP,HYDROLASE,305,1.229846179911463
7ZC9,,292,7UG1,CELL CYCLE,392,1.2299300007203888
3N9O,,308,6RVN,CELL CYCLE,495,1.229937806558789
7JL7,,329,8JCA,PROTEIN BINDING,479,1.230045147330839
8DHH,,260,6SIP,PEPTIDE BINDING PROTEIN,367,1.23006718471178
7JL7,,308,6RVN,CELL CYCLE,479,1.2302571280283323
7DB0,,292,2C6I,TRANSFERASE,461,1.2302950813569484
6LXC,,424,4RJL,TRANSLATION,261,1.2303341487124464
7BO6,,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",247,1.2304220337259395
6VNV,,198,4LOF,APOPTOSIS,274,1.2304466415251798
7JHD,,792,6TA7,RNA BINDING PROTEIN,467,1.2305120319751832
7DOV,,792,6TA7,RNA BINDING PROTEIN,445,1.230554643445123
7UK2,,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,362,1.2305931474337817
7R5F,,179,1M7B,SIGNALING PROTEIN,301,1.2306382226912096
6ULV,,653,2FB3,LIGAND BINDING PROTEIN,455,1.2307424303521195
8HTC,,356,5QQL,HYDROLASE/TRANSFERASE,290,1.2307734765639422
7VNH,,292,2C6I,TRANSFERASE,225,1.2308654295486827
7FCL,,611,4GNL,LYASE,438,1.2309101458367355
7PWT,,316,1CIP,HYDROLASE,237,1.2313477166045543
7DOV,,308,6RVN,CELL CYCLE,445,1.2315526113468067
6XZV,,319,3LUI,PROTEIN TRANSPORT,238,1.2316619747177786
7O2R,,292,7UG1,CELL CYCLE,357,1.231731020827087
6XTZ,,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,425,1.2318788938993346
6YYK,,260,6SIP,PEPTIDE BINDING PROTEIN,318,1.2319294944380574
6XZK,,365,4XUL,TRANSFERASE,240,1.2321253713224294
8C6F,,792,6TA7,RNA BINDING PROTEIN,500,1.2322840823505832
7PO9,,250,6RL4,PEPTIDE BINDING PROTEIN,172,1.2325209679195075
6KCP,,279,1GII,TRANSFERASE,333,1.2326495312311372
7QUT,,772,1EFC,RNA BINDING PROTEIN,504,1.2327291801076607
8CKC,,400,1KJZ,TRANSLATION,249,1.2327443719358229
7AB8,,457,7G8E,CYTOSOLIC PROTEIN,311,1.232821414598661
6THV,,643,4YW9,LYASE,381,1.2328696012416591
6XRO,,318,5SZH,ENDOCYTOSIS,188,1.2328773188254356
8EWR,,292,2C6I,TRANSFERASE,447,1.2329137685375888
7B39,,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",255,1.2329728640921969
6KOJ,,313,1GFI,SIGNAL TRANSDUCTION PROTEIN,257,1.233080866745773
8DHH,,246,2H2D,HYDROLASE,367,1.2331110959424152
6KCP,,298,1YKR,TRANSFERASE,333,1.2331781729797655
6LTK,,329,8JCA,PROTEIN BINDING,208,1.233286875578721
6S7Y,,411,6SI1,DNA BINDING PROTEIN,320,1.2334095765920483
6V4H,,318,5SZH,ENDOCYTOSIS,209,1.2334556809022843
6V4E,,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,204,1.2335186930801332
6LPH,,199,5TX4,TRANSFERASE/CYTOKINE,272,1.2337072118698746
6YRB,,179,1M7B,SIGNALING PROTEIN,199,1.2338081173043938
8C69,,792,6TA7,RNA BINDING PROTEIN,500,1.2338770632014495
7SVB,,411,6SI1,DNA BINDING PROTEIN,555,1.2338777615511345
7JHD,,674,1RDY,HYDROLASE,467,1.2339729882039483
7DB1,,313,1GFI,SIGNAL TRANSDUCTION PROTEIN,450,1.233989795144978
8EWR,,698,2GF0,TRANSPORT PROTEIN,447,1.234174334977297
8AK3,,454,6ZQT,PROTEIN BINDING,298,1.2342117112773676
7ZC9,,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,392,1.2343012181142496
7ALT,,356,5QQL,HYDROLASE/TRANSFERASE,535,1.2343456758566531
8DKT,,316,1CIP,HYDROLASE,526,1.2343675421925258
6XTZ,,292,7UG1,CELL CYCLE,425,1.2344333177868008
8BS5,,249,7ULF,LIGASE,164,1.2344569928279578
7PWT,,161,4L9S,SIGNALING PROTEIN,237,1.2344596669813914
7YFK,,399,4DHE,CELL CYCLE,580,1.2346449457179591
7XUB,,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,538,1.2347448504190064
7JO7,,456,2NZ8,"SIGNALING PROTEIN,CELL CYCLE",367,1.2348167306523654
6KQP,,250,6RL4,PEPTIDE BINDING PROTEIN,220,1.234853161445878
7YFK,,772,1EFC,RNA BINDING PROTEIN,580,1.235350106296612
1ZL9,,621,4ZI2,HYDROLASE,414,1.2353891279664078
6TWA,,356,5QQL,HYDROLASE/TRANSFERASE,522,1.235477412149848
7MIC,,427,4IBY,DNA BINDING PROTEIN,220,1.2355604711662005
7KHG,,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,329,1.2356948352036392
6Q9M,,743,4TMX,TRANSLATION,525,1.235696630073385
7BO6,,319,3LUI,PROTEIN TRANSPORT,247,1.235811598228686
7O2R,,365,4XUL,TRANSFERASE,357,1.2358196135038402
7R5F,,183,1ZNY,TRANSFERASE,301,1.2358278305614097
7OC3,,250,6RL4,PEPTIDE BINDING PROTEIN,407,1.2358383132087545
7ALT,,356,5QQM,HYDROLASE/TRANSFERASE,535,1.235870607986946
6T2T,,356,5QQM,HYDROLASE/TRANSFERASE,254,1.236188944970949
6XTZ,,743,4TMX,TRANSLATION,425,1.2363976865510586
7LZF,,250,6RL4,PEPTIDE BINDING PROTEIN,240,1.2364221035833365
6KCP,,292,2C6I,TRANSFERASE,333,1.2365504977654074
8C6C,,772,1EFC,RNA BINDING PROTEIN,500,1.2367035241659563
6ZW1,,643,4YW9,LYASE,380,1.2367896160807783
7WCW,,457,7G8E,CYTOSOLIC PROTEIN,300,1.2368830543399885
7JQG,,424,4RJL,TRANSLATION,499,1.2371246540847265
8G8O,,356,5QQL,HYDROLASE/TRANSFERASE,558,1.2375329332063714
7DOV,,674,1RDY,HYDROLASE,445,1.2375468655064712
4JND,,612,6IYB,TRANSPORT PROTEIN,412,1.2375995433025948
7BJO,,171,6T5V,SIGNALING PROTEIN,257,1.2376636762407949
6XG7,,316,1CIP,HYDROLASE,304,1.2377298996258814
8R79,,319,3LUI,PROTEIN TRANSPORT,240,1.237881528224133
7CMR,,441,8DGO,SIGNALING PROTEIN,263,1.2379404089384465
7CQV,,296,5MHQ,CELL CYCLE/INHIBITOR,195,1.2380837940376097
8G8O,,852,4ANV,TRANSFERASE,558,1.2381669331128653
7E1T,,621,4ZI2,HYDROLASE,403,1.2383061964321156
6V4E,,292,7UG1,CELL CYCLE,204,1.2383112034624986
7VNI,,282,1KE8,TRANSFERASE,433,1.2384511565051108
7D8A,,260,6SIP,PEPTIDE BINDING PROTEIN,210,1.238462716872536
8CIH,,292,2C6I,TRANSFERASE,362,1.2385917789568914
6ULV,,411,6SI1,DNA BINDING PROTEIN,455,1.2386065842265055
6QQ4,,183,1ZNY,TRANSFERASE,243,1.2387237929305277
8CIH,,292,7UG1,CELL CYCLE,362,1.238740350418495
7AZT,,792,6TA7,RNA BINDING PROTEIN,502,1.238762868989588
6V4E,,250,6RL4,PEPTIDE BINDING PROTEIN,204,1.2387998518409795
6V4H,,260,6SIP,PEPTIDE BINDING PROTEIN,209,1.2388031387542386
1ZL9,,296,5MHQ,CELL CYCLE/INHIBITOR,414,1.2388241651292995
7AXF,,308,6RVN,CELL CYCLE,267,1.2389933889708875
6KOJ,,316,1CIP,HYDROLASE,257,1.2390218715007706
6YUY,,602,7MDP,HYDROLASE/IMMUNE SYSTEM,360,1.2390755745953417
6VJ8,,285,2R3K,TRANSFERASE,182,1.239112556553058
6XYS,,356,5QQL,HYDROLASE/TRANSFERASE,537,1.2392281747413314
6XZK,,183,1ZNY,TRANSFERASE,240,1.239260284728806
8C6A,,772,1EFC,RNA BINDING PROTEIN,500,1.23930029440871
6V4H,,292,7UG1,CELL CYCLE,209,1.239334853646217
7R5F,,457,7G8E,CYTOSOLIC PROTEIN,301,1.2394743854065824
6YUY,,260,6SIP,PEPTIDE BINDING PROTEIN,360,1.2395072742501354
8IIZ,,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,525,1.2396327615684644
6T2T,,356,5QQL,HYDROLASE/TRANSFERASE,254,1.2396508610768182
6HXV,,171,6T5V,SIGNALING PROTEIN,333,1.2399792454977316
6KOJ,,365,4XUL,TRANSFERASE,257,1.240005454301092
6LPH,,356,5QQL,HYDROLASE/TRANSFERASE,272,1.2401055766666482
7BJO,,441,8DGO,SIGNALING PROTEIN,257,1.2401566865025335
8D6F,,316,1CIP,HYDROLASE,542,1.240190552698602
7FCL,,298,1YKR,TRANSFERASE,438,1.2402241678780148
6THV,,282,3RAH,TRANSFERASE/TRANSFERASE INHIBITOR,381,1.2402564753300398
6XI4,,643,4YW9,LYASE,408,1.2402704703751375
8SWE,,860,6HI2,TRANSFERASE,574,1.240325791266482
8G1Z,,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,359,1.2404201664798016
6WFW,,698,2GF0,TRANSPORT PROTEIN,491,1.240542525244497
6ZW1,,282,3RAH,TRANSFERASE/TRANSFERASE INHIBITOR,380,1.2406628022753998
8DKT,,329,8JCA,PROTEIN BINDING,526,1.240667200528876
7APJ,,670,3ZYC,HYDROLASE,502,1.2407383483185337
7JO7,,319,3LUI,PROTEIN TRANSPORT,367,1.240777269184178
8BS5,,108,4F59,PROTEIN BINDING,164,1.2408625115902343
7ZC9,,292,2C6I,TRANSFERASE,392,1.2410732116411836
8C6B,,772,1EFC,RNA BINDING PROTEIN,500,1.2411992770140334
6XZV,,365,4XUL,TRANSFERASE,238,1.2411993272043027
7BJI,,308,6RVN,CELL CYCLE,349,1.2412581755699117
1ZL9,,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,414,1.241262788320992
7KP1,,250,6RL4,PEPTIDE BINDING PROTEIN,378,1.2413185506056934
6WMS,,643,4YW9,LYASE,419,1.2413311583264213
7O3S,,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,235,1.2414815373464336
7Q4I,,860,6HI2,TRANSFERASE,569,1.2415663560001668
6XZV,,183,1ZNY,TRANSFERASE,238,1.2417819947482718
7RL3,,106,1O43,SIGNALING PROTEIN,165,1.2418490278391754
8DIO,,424,4RJL,TRANSLATION,300,1.2418925851757792
6HXY,,313,1GFI,SIGNAL TRANSDUCTION PROTEIN,301,1.242229942128279
8OIJ,,298,1YKR,TRANSFERASE,350,1.242249575612807
7MQY,,454,6ZQT,PROTEIN BINDING,370,1.2424516870156666
3K6J,,296,5MHQ,CELL CYCLE/INHIBITOR,431,1.242465014126078
7Q4I,,852,4ANV,TRANSFERASE,569,1.2425395469738347
1ZL9,,308,6RVN,CELL CYCLE,414,1.2426389272088307
6HXY,,316,1CIP,HYDROLASE,301,1.2427222222628689
6KCP,,292,7UG1,CELL CYCLE,333,1.2427565557075728
6XJN,,612,6IYB,TRANSPORT PROTEIN,417,1.242844475795164
7ZFX,,424,4RJL,TRANSLATION,249,1.2428520838200106
8FDY,,308,6RVN,CELL CYCLE,201,1.2429262304675346
7DOV,,621,4ZI2,HYDROLASE,445,1.2429575523938818
7Y9C,,871,3BFK,HYDROLASE,562,1.242970880677542
8HTC,,365,4XUL,TRANSFERASE,290,1.2429885991361698
7XVX,,249,7ULF,LIGASE,366,1.2429964220344345
6XTZ,,304,4GCJ,TRANSFERASE/TRANSFERASE INHIBITOR,425,1.243035234221128
7BTG,,249,7ULF,LIGASE,157,1.243067226474147
6YYK,,319,3LUI,PROTEIN TRANSPORT,318,1.24317542412008
6XYS,,356,5QQM,HYDROLASE/TRANSFERASE,537,1.2433364223532648
5SGM,,319,3LUI,PROTEIN TRANSPORT,315,1.2434525794086584
7ALT,,611,4GNL,LYASE,535,1.2435663264524963
6O5Z,,411,6SI1,DNA BINDING PROTEIN,531,1.2437003672063178
7O2R,,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,357,1.2438366370712626
8UQB,,250,6RL4,PEPTIDE BINDING PROTEIN,408,1.2438657949815868
7FCL,,296,5MHQ,CELL CYCLE/INHIBITOR,438,1.2438892461030169
6XRP,,282,3RAH,TRANSFERASE/TRANSFERASE INHIBITOR,186,1.244022734903898
1ZL9,,298,1YKR,TRANSFERASE,414,1.2440239818884102
7ZC9,,602,7MDP,HYDROLASE/IMMUNE SYSTEM,392,1.2441650309785512
8G1Z,,643,4YW9,LYASE,359,1.2442203159851832
3N9Q,,304,4GCJ,TRANSFERASE/TRANSFERASE INHIBITOR,496,1.2442349058380573
8G8O,,356,5QQM,HYDROLASE/TRANSFERASE,558,1.2442350596722822
8C6H,,772,1EFC,RNA BINDING PROTEIN,500,1.2443315869762628
7TGQ,,108,4F59,PROTEIN BINDING,182,1.244389871315223
8C6F,,772,1EFC,RNA BINDING PROTEIN,500,1.2445346223389628
6UPR,,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,543,1.2445399150397345
6XTZ,,298,1YKR,TRANSFERASE,425,1.2446660961950795
6THV,,283,3SW7,TRANSFERASE/TRANSFERASE INHIBITOR,381,1.2447058047144577
7DB4,,313,1GFI,SIGNAL TRANSDUCTION PROTEIN,454,1.244799804242137
8C1U,,772,1EFC,RNA BINDING PROTEIN,500,1.244861040762136
7VNH,,304,4GCJ,TRANSFERASE/TRANSFERASE INHIBITOR,225,1.2449460497022995
7QG1,,871,3BFK,HYDROLASE,544,1.2449878112214836
7LZF,,313,1GFI,SIGNAL TRANSDUCTION PROTEIN,240,1.2452844035893145
7UVE,,427,4IBY,DNA BINDING PROTEIN,236,1.2453698752265203
6JVR,,171,6T5V,SIGNALING PROTEIN,305,1.245468816218963
7O2R,,304,4GCJ,TRANSFERASE/TRANSFERASE INHIBITOR,357,1.2456401135654194
8BS5,,246,2H2D,HYDROLASE,164,1.2460664350270314
7ZC9,,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,392,1.2460842061777682
7ULU,,411,6SI1,DNA BINDING PROTEIN,550,1.246104490267797
7F2X,,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",303,1.2464211751366063
7ZC9,,282,1KE8,TRANSFERASE,392,1.246434868901205
7CUY,,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",307,1.2466308601026277
8UQB,,246,2H2D,HYDROLASE,408,1.2468826069813803
7BTG,,250,7VV8,CELL CYCLE,157,1.2471325932460122
6V4E,,296,5MHQ,CELL CYCLE/INHIBITOR,204,1.2472903640393955
6XWV,,612,6IYB,TRANSPORT PROTEIN,536,1.2474134426579817
7O2R,,303,7ZPC,CELL CYCLE,357,1.2474655742027068
7B39,,424,4RJL,TRANSLATION,255,1.2474784106119392
7PWT,,168,3RSO,SIGNALING PROTEIN,237,1.2475623535203797
6PYO,,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",318,1.2475982230872085
6VRO,,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,334,1.247617681511555
8CK5,,424,4RJL,TRANSLATION,251,1.2477096352345884
1D4X,,313,1GFI,SIGNAL TRANSDUCTION PROTEIN,492,1.2478292240133086
6XTZ,,653,2FB3,LIGAND BINDING PROTEIN,425,1.2479682540681185
7LG3,,319,3LUI,PROTEIN TRANSPORT,394,1.248144919804562
6HXV,,179,1M7B,SIGNALING PROTEIN,333,1.248157585256273
