Target,Function Target,Number of Alpha Carbons in Target,Reference,Function Reference,Number of Alpha Carbons in Reference,Distance
6XRO,HYDROLASE/HYDROLASE INHIBITOR,260,6SIP,PEPTIDE BINDING PROTEIN,188,1.0517018712796886
7OC3,PROTEIN BINDING,279,1GII,TRANSFERASE,407,1.0517019643302248
7KP1,IMMUNE SYSTEM,292,7UG1,CELL CYCLE,378,1.051707902662833
7PV5,RNA BINDING PROTEIN,180,2GCN,SIGNALING PROTEIN,159,1.0517160706811322
7BJO,TRANSFERASE,427,4IBY,DNA BINDING PROTEIN,257,1.0517457816592062
7CUY,HYDROLASE,246,2H2D,HYDROLASE,307,1.0518713911671764
7R3O,TRANSFERASE,365,4XUL,TRANSFERASE,395,1.0520926455195103
6ZUW,BLOOD CLOTTING,250,6RL4,PEPTIDE BINDING PROTEIN,287,1.0521390394215138
7KHG,TRANSFERASE/TRANSFERASE INHIBITOR,249,7ULF,LIGASE,329,1.0521602166517203
6TFW,TRANSFERASE,399,4DHE,CELL CYCLE,530,1.0521794170486782
7PRX,SIGNALING PROTEIN,356,5QQL,HYDROLASE/TRANSFERASE,267,1.0522540867348664
7MQY,CELL ADHESION,298,1YKR,TRANSFERASE,370,1.052278626548395
7FCL,IMMUNE SYSTEM,313,1GFI,SIGNAL TRANSDUCTION PROTEIN,438,1.0522842021936734
6XYS,HYDROLASE,772,1EFC,RNA BINDING PROTEIN,537,1.0524562052571291
7XUB,TRANSFERASE,743,4TMX,TRANSLATION,538,1.0526902111625844
7DCJ,DNA BINDING PROTEIN/DNA,198,4LOF,APOPTOSIS,204,1.0527194507712758
8ADD,HYDROLASE,303,7ZPC,CELL CYCLE,209,1.0527376725514512
8OG5,TRANSFERASE,424,4RJL,TRANSLATION,301,1.0527693565120388
6PKH,HYDROLASE,250,7VV8,CELL CYCLE,312,1.0528487548770766
8F1X,TRANSFERASE/TRANSFERASE INHIBITOR,260,6SIP,PEPTIDE BINDING PROTEIN,318,1.052941150029734
7ULU,HYDROLASE,720,5JCP,"SIGNALING PROTEIN,HYDROLASE",550,1.0530436657520998
6V4H,APOPTOSIS,161,4L9S,SIGNALING PROTEIN,209,1.0531731184528277
6GWQ,HYDROLASE,674,1RDY,HYDROLASE,475,1.053193605251444
6PYO,PROTEIN TRANSPORT,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,318,1.0532487310668517
7JO7,CYTOSOLIC PROTEIN,249,7ULF,LIGASE,367,1.0533600148412936
6X5Q,TRANSFERASE,356,5QQL,HYDROLASE/TRANSFERASE,284,1.0534510261683323
6K80,TRANSFERASE,296,5MHQ,CELL CYCLE/INHIBITOR,213,1.053580121402936
6WSJ,HYDROLASE/HYDROLASE INHIBITOR,533,6WGN,SIGNALING PROTEIN/INHIBITOR,358,1.0536368054704122
6T2T,TRANSFERASE,308,6RVN,CELL CYCLE,254,1.0536375780963
7DB0,TRANSFERASE,612,6IYB,TRANSPORT PROTEIN,461,1.053689140332806
6LTK,CHAPERONE,292,7UG1,CELL CYCLE,208,1.0538784043451572
6JVR,HYDROLASE,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,305,1.0540037127539463
7MQY,CELL ADHESION,304,4GCJ,TRANSFERASE/TRANSFERASE INHIBITOR,370,1.05415243532716
7Y9C,TRANSFERASE,768,4Q00,METAL TRANSPORT,562,1.054243508971633
8D6F,"SIGNALING PROTEIN,",356,5QQM,HYDROLASE/TRANSFERASE,542,1.0544904141587284
6XZH,GENE REGULATION,249,7ULF,LIGASE,245,1.0545182970243916
7VNI,TRANSCRIPTION,483,5VBZ,HYDROLASE,433,1.054537957517247
7ZHH,RNA BINDING PROTEIN,182,6JIK,SIGNALING PROTEIN,222,1.054575201035593
8G8S,TRANSCRIPTION,535,4EDW,IMMUNE SYSTEM,448,1.0545992758085858
6PYO,PROTEIN TRANSPORT,285,2R3K,TRANSFERASE,318,1.0546521033174454
6Y20,TRANSCRIPTION,365,4XUL,TRANSFERASE,495,1.0547090327336237
7Y9C,TRANSFERASE,741,6HTW,TRANSLATION,562,1.054777556006148
7DB4,TRANSFERASE,611,4GNL,LYASE,454,1.0549668499147766
8DIO,RNA BINDING PROTEIN,282,1KE8,TRANSFERASE,300,1.0551031120334813
6T2T,TRANSFERASE,316,1CIP,HYDROLASE,254,1.0551787854764407
7DB2,TRANSFERASE,611,4GNL,LYASE,468,1.055283032522948
7MQY,CELL ADHESION,318,5SZH,ENDOCYTOSIS,370,1.0553475330281832
1ZL9,TRANSFERASE,456,2NZ8,"SIGNALING PROTEIN,CELL CYCLE",414,1.0556015575573283
7B39,GENE REGULATION,246,2H2D,HYDROLASE,255,1.0556878788501918
7DOV,CYTOKINE,399,4DHE,CELL CYCLE,445,1.0556978348222097
7DB3,TRANSFERASE,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,450,1.0557315132360368
8OG5,TRANSFERASE,329,8JCA,PROTEIN BINDING,301,1.0559093907132897
8OG5,TRANSFERASE,303,7ZPC,CELL CYCLE,301,1.0559123392295562
7MNU,TRANSPORT PROTEIN,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,243,1.055986348723972
6PYO,PROTEIN TRANSPORT,441,8DGO,SIGNALING PROTEIN,318,1.0561169287359156
7CFB,GENE REGULATION,298,1YKR,TRANSFERASE,388,1.0561850822253938
8R79,LIGASE,296,5MHQ,CELL CYCLE/INHIBITOR,240,1.0562809092132892
7JL7,CELL CYCLE,670,3ZYC,HYDROLASE,479,1.0562902053071812
6TFW,TRANSFERASE,441,8DGO,SIGNALING PROTEIN,530,1.0563088258278055
6XZV,GENE REGULATION,182,1SVI,HYDROLASE,238,1.0563502941705316
6XRP,HYDROLASE/HYDROLASE INHIBITOR,171,6T5V,SIGNALING PROTEIN,186,1.0565570310281969
7JHD,TRANSCRIPTION,612,6IYB,TRANSPORT PROTEIN,467,1.056605770882132
6S7X,NEUROPEPTIDE,441,8DGO,SIGNALING PROTEIN,332,1.0566118339322403
8R79,LIGASE,182,3RZV,HYDROLASE,240,1.0567425477545136
7DAX,TRANSFERASE,612,6IYB,TRANSPORT PROTEIN,452,1.0567434846643378
8X72,TRANSFERASE,411,6SI1,DNA BINDING PROTEIN,294,1.0568016461474288
7KVX,IMMUNE SYSTEM,199,5TX4,TRANSFERASE/CYTOKINE,181,1.0568930323796606
6KQP,TRANSFERASE,296,5MHQ,CELL CYCLE/INHIBITOR,220,1.0569433803643489
7ME5,SIGNALING PROTEIN,161,4L9S,SIGNALING PROTEIN,153,1.0569607361546054
7VNI,TRANSCRIPTION,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,433,1.0569810036237233
7DB1,TRANSFERASE,612,6IYB,TRANSPORT PROTEIN,450,1.057079478455318
6VRO,HYDROLASE,260,6SIP,PEPTIDE BINDING PROTEIN,334,1.057105186560603
7XHK,HYDROLASE,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",334,1.057180991588009
8UQB,TRANSFERASE,285,2R3K,TRANSFERASE,408,1.057385289310764
8DIO,RNA BINDING PROTEIN,292,7UG1,CELL CYCLE,300,1.0573934333839174
8BS5,RNA BINDING PROTEIN,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",164,1.0574226388775712
8OGC,TRANSFERASE,303,7ZPC,CELL CYCLE,305,1.0574838205729604
6VRO,HYDROLASE,308,6RVN,CELL CYCLE,334,1.0575160718969838
8ADD,HYDROLASE,260,6SIP,PEPTIDE BINDING PROTEIN,209,1.0576719874754006
8DHH,OXIDOREDUCTASE/INHIBITOR,296,5MHQ,CELL CYCLE/INHIBITOR,367,1.057743820897945
6KQP,TRANSFERASE,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,220,1.0578450210660812
6XRP,HYDROLASE/HYDROLASE INHIBITOR,250,6RL4,PEPTIDE BINDING PROTEIN,186,1.057846722415506
8OIJ,RNA BINDING PROTEIN,454,6ZQT,PROTEIN BINDING,350,1.0578522120736098
8X72,TRANSFERASE,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",294,1.0579112778193605
8OGC,TRANSFERASE,282,1KE8,TRANSFERASE,305,1.058110909183149
8PZ7,TRANSCRIPTION,249,7ULF,LIGASE,247,1.0581462121472225
7DOV,CYTOKINE,643,4YW9,LYASE,445,1.0581591897203149
7R3O,TRANSFERASE,283,3SW7,TRANSFERASE/TRANSFERASE INHIBITOR,395,1.0582086494949174
8GM5,TRANSLATION/TRANSFERASE,751,3U6B,TRANSLATION FACTOR/ANTIBIOTIC,555,1.0582532612290096
7B39,GENE REGULATION,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,255,1.0583129439022023
6Q9M,EXOCYTOSIS,454,6ZQT,PROTEIN BINDING,525,1.0583913935460256
7PO9,TRANSCRIPTION,250,7VV8,CELL CYCLE,172,1.0584372509806237
7CIW,TRANSFERASE,292,2C6I,TRANSFERASE,216,1.058453291556513
6XZK,GENE REGULATION,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,240,1.0584631329782297
7ZFG,TRANSCRIPTION,249,7ULF,LIGASE,247,1.058536430969896
7CQV,SIGNALING PROTEIN,162,1P2T,SIGNALING PROTEIN,195,1.058562060174211
8PZ7,TRANSCRIPTION,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,247,1.0586438842253798
4JND,HYDROLASE,318,5SZH,ENDOCYTOSIS,412,1.0586674191151924
7VNI,TRANSCRIPTION,356,5QQM,HYDROLASE/TRANSFERASE,433,1.0587724698927237
3N9O,OXIDOREDUCTASE,653,2FB3,LIGAND BINDING PROTEIN,495,1.058847140363617
7NYQ,RNA BINDING PROTEIN,621,4ZI2,HYDROLASE,566,1.0589429480317012
7CUY,HYDROLASE,249,7ULF,LIGASE,307,1.0591147779799543
7CFB,GENE REGULATION,304,4GCJ,TRANSFERASE/TRANSFERASE INHIBITOR,388,1.0593258804354382
7Y9C,TRANSFERASE,792,6TA7,RNA BINDING PROTEIN,562,1.059403506650911
8OG5,TRANSFERASE,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,301,1.0594257373078084
8FDX,LIGASE,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,202,1.0594864586341302
7POK,TRANSCRIPTION,424,4RJL,TRANSLATION,372,1.059556458910881
3N9P,OXIDOREDUCTASE,653,2FB3,LIGAND BINDING PROTEIN,501,1.059583766506657
7CMR,TRANSFERASE,427,4IBY,DNA BINDING PROTEIN,263,1.0599456806308414
6XDB,TRANSFERASE/TRANSFERASE INHIBITOR,279,1GII,TRANSFERASE,404,1.0601361459744951
6XWV,CELL CYCLE,533,6WGN,SIGNALING PROTEIN/INHIBITOR,536,1.0602575927769355
6S7Y,NEUROPEPTIDE,400,1KJZ,TRANSLATION,320,1.0602598710269917
7XUB,TRANSFERASE,411,6SI1,DNA BINDING PROTEIN,538,1.0602867563625955
7MNU,TRANSPORT PROTEIN,172,8QUG,TRANSFERASE,243,1.0604311797849535
7E1T,PROTEIN TRANSPORT,283,3SW7,TRANSFERASE/TRANSFERASE INHIBITOR,403,1.0604365641177185
7JW6,RNA BINDING PROTEIN,161,4L9S,SIGNALING PROTEIN,231,1.060584524313113
8OMK,SUGAR BINDING PROTEIN,871,3BFK,HYDROLASE,600,1.0606571647370782
7NYQ,RNA BINDING PROTEIN,454,6ZQT,PROTEIN BINDING,566,1.0607034720383886
7DB1,TRANSFERASE,611,4GNL,LYASE,450,1.060758265714917
6SLW,PEPTIDE BINDING PROTEIN,285,2R3K,TRANSFERASE,245,1.060897980818922
6T2T,TRANSFERASE,182,3RZV,HYDROLASE,254,1.0609062186227405
7LZF,TRANSFERASE,292,7UG1,CELL CYCLE,240,1.0609297374421351
6GWQ,HYDROLASE,743,4TMX,TRANSLATION,475,1.0609854527427784
7Y8D,APOPTOSIS,182,3RZV,HYDROLASE,151,1.0610037539413892
7BJO,TRANSFERASE,260,6SIP,PEPTIDE BINDING PROTEIN,257,1.0610197276975617
6WMS,TRANSCRIPTION,365,4XUL,TRANSFERASE,419,1.0610219531931864
7OXZ,TRANSCRIPTION,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,248,1.0611835848381483
8DKT,CELL CYCLE,356,5QQM,HYDROLASE/TRANSFERASE,526,1.0612111325742637
6S7X,NEUROPEPTIDE,319,3LUI,PROTEIN TRANSPORT,332,1.0613975191584344
6V4E,APOPTOSIS,168,1YZG,TRANSPORT PROTEIN,204,1.061404088868228
8OGC,TRANSFERASE,296,5MHQ,CELL CYCLE/INHIBITOR,305,1.0615193987722793
6WFW,IMMUNE SYSTEM,674,1RDY,HYDROLASE,491,1.0615966403259176
7QG1,TRANSFERASE,772,1EFC,RNA BINDING PROTEIN,544,1.061620251992061
6JLH,PROTEIN TRANSPORT,611,4GNL,LYASE,531,1.0617038081443244
7MQY,CELL ADHESION,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,370,1.0617310528845492
8DIO,RNA BINDING PROTEIN,279,1GII,TRANSFERASE,300,1.0618394334918944
8OG5,TRANSFERASE,279,1GII,TRANSFERASE,301,1.0618872125825125
6ZUW,BLOOD CLOTTING,356,5QQM,HYDROLASE/TRANSFERASE,287,1.0619345188802136
8EWR,OXIDOREDUCTASE/INHIBITOR,643,4YW9,LYASE,447,1.0620395289097309
6ZMU,OXIDOREDUCTASE,602,7MDP,HYDROLASE/IMMUNE SYSTEM,424,1.0620728968402555
8DKT,CELL CYCLE,356,5QQL,HYDROLASE/TRANSFERASE,526,1.062073779946195
7ALT,SIGNALING PROTEIN,308,6RVN,CELL CYCLE,535,1.0623591742525391
6HXY,STRUCTURAL PROTEIN,198,4LOF,APOPTOSIS,301,1.0623739517854929
8OIJ,RNA BINDING PROTEIN,427,4IBY,DNA BINDING PROTEIN,350,1.0624006388332556
6V4H,APOPTOSIS,168,3RSO,SIGNALING PROTEIN,209,1.0625059700967507
6KCP,DNA BINDING PROTEIN/DNA,319,3LUI,PROTEIN TRANSPORT,333,1.062629227149323
7CIW,TRANSFERASE,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,216,1.0627180054715029
7APJ,SIGNALING PROTEIN,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,502,1.062869395162114
8DHU,RNA BINDING PROTEIN,292,7UG1,CELL CYCLE,299,1.062932164165966
7CIV,TRANSFERASE,298,1YKR,TRANSFERASE,215,1.0630123854357287
6GWQ,HYDROLASE,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,475,1.0630298109637948
8DHU,RNA BINDING PROTEIN,427,4IBY,DNA BINDING PROTEIN,299,1.063052565804688
6K80,TRANSFERASE,292,7UG1,CELL CYCLE,213,1.0631428935924532
6PYO,PROTEIN TRANSPORT,399,4DHE,CELL CYCLE,318,1.0631455432056691
7CIV,TRANSFERASE,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,215,1.0631874376244497
6LPH,PROTEIN BINDING,308,6RVN,CELL CYCLE,272,1.0632335203700478
7ZFG,TRANSCRIPTION,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,247,1.0633231198169766
7CQV,SIGNALING PROTEIN,249,7ULF,LIGASE,195,1.0634260390625767
7SVB,HYDROLASE/DNA,441,8DGO,SIGNALING PROTEIN,555,1.063466022367204
8HAQ,TRANSFERASE,611,4GNL,LYASE,490,1.0635021247734284
6JVR,HYDROLASE,318,5SZH,ENDOCYTOSIS,305,1.06351183983277
7CIX,TRANSFERASE,292,2C6I,TRANSFERASE,216,1.0635247569477115
7YB7,APOPTOSIS,457,7G8E,CYTOSOLIC PROTEIN,294,1.0636055074331603
8G1Z,HYDROLASE/INHIBITOR,533,6WGN,SIGNALING PROTEIN/INHIBITOR,359,1.0636384048176923
6VNV,TRANSFERASE/INHIBITOR,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",274,1.0636908848751996
7AB8,SIGNALING PROTEIN,356,5QQM,HYDROLASE/TRANSFERASE,311,1.0637342560773666
8DIO,RNA BINDING PROTEIN,292,2C6I,TRANSFERASE,300,1.0637734267516563
7JHD,TRANSCRIPTION,611,4GNL,LYASE,467,1.0638054126250291
7CFB,GENE REGULATION,303,7ZPC,CELL CYCLE,388,1.063933820279182
7YFK,TRANSCRIPTION,720,5JCP,"SIGNALING PROTEIN,HYDROLASE",580,1.0639393468309652
7WCW,TRANSFERASE/TRANSFERASE INHIBITOR,411,6SI1,DNA BINDING PROTEIN,300,1.0639753550929731
6LXC,TRANSCRIPTION,356,5QQM,HYDROLASE/TRANSFERASE,261,1.0639883877071332
7VNI,TRANSCRIPTION,356,5QQL,HYDROLASE/TRANSFERASE,433,1.0640254098180462
6THV,HYDROLASE,313,1GFI,SIGNAL TRANSDUCTION PROTEIN,381,1.0640330140228
6S7Y,NEUROPEPTIDE,319,3LUI,PROTEIN TRANSPORT,320,1.064091157621068
7WCW,TRANSFERASE/TRANSFERASE INHIBITOR,250,6RL4,PEPTIDE BINDING PROTEIN,300,1.0641111160566714
7AB8,SIGNALING PROTEIN,356,5QQL,HYDROLASE/TRANSFERASE,311,1.064128218503384
7CFB,GENE REGULATION,292,2C6I,TRANSFERASE,388,1.0642992099922448
6T2M,TRANSCRIPTION,318,5SZH,ENDOCYTOSIS,249,1.0643322443851404
6XJN,HYDROLASE,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,417,1.0643596245625764
6V7A,HYDROLASE,533,6WGN,SIGNALING PROTEIN/INHIBITOR,357,1.0644154762157805
6PGW,CELL ADHESION,457,7G8E,CYTOSOLIC PROTEIN,427,1.064424186133923
3N9N,OXIDOREDUCTASE,684,8STM,ONCOPROTEIN,501,1.064454969649397
6GWQ,HYDROLASE,621,4ZI2,HYDROLASE,475,1.0644635070424853
7QG1,TRANSFERASE,720,5JCP,"SIGNALING PROTEIN,HYDROLASE",544,1.0644771047236945
8SO1,OXIDOREDUCTASE/SUBSTRATE,427,4IBY,DNA BINDING PROTEIN,470,1.0645477624290132
6QQ4,TRANSPORT PROTEIN,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,243,1.0646129011640526
6JVR,HYDROLASE,411,6SI1,DNA BINDING PROTEIN,305,1.0646235365658183
7XVX,CYTOKINE,457,7G8E,CYTOSOLIC PROTEIN,366,1.0646486560548902
6QQ4,TRANSPORT PROTEIN,292,2C6I,TRANSFERASE,243,1.0647119695145957
8SO1,OXIDOREDUCTASE/SUBSTRATE,684,8STM,ONCOPROTEIN,470,1.0647319871434484
6VJ8,HYDROLASE/HYDROLASE INHIBITOR,250,6RL4,PEPTIDE BINDING PROTEIN,182,1.0647842903699336
7MRO,CELL ADHESION,282,3RAH,TRANSFERASE/TRANSFERASE INHIBITOR,305,1.0648809265319317
7CFB,GENE REGULATION,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,388,1.0650069215739069
6PYO,PROTEIN TRANSPORT,282,3RAH,TRANSFERASE/TRANSFERASE INHIBITOR,318,1.065039237671607
6V4E,APOPTOSIS,172,8QUG,TRANSFERASE,204,1.0650545390315334
7YBX,TRANSFERASE/INHIBITOR,250,6RL4,PEPTIDE BINDING PROTEIN,300,1.0650902665536417
6QQ4,TRANSPORT PROTEIN,182,6JIK,SIGNALING PROTEIN,243,1.0652817098802785
7Y8D,APOPTOSIS,172,8QUG,TRANSFERASE,151,1.0652980979684743
8FDY,TRANSFERASE,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,201,1.0655391837995016
4IRR,TRANSFERASE,792,6TA7,RNA BINDING PROTEIN,589,1.0656025280667625
6Y20,TRANSCRIPTION,643,4YW9,LYASE,495,1.065714503195774
6LTK,CHAPERONE,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,208,1.0657608441849478
6YYK,TRANSFERASE,329,8JCA,PROTEIN BINDING,318,1.0657902625957958
7MRS,CELL ADHESION,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",366,1.0658082634446395
7DB0,TRANSFERASE,441,8DGO,SIGNALING PROTEIN,461,1.06589253353163
7O2R,HYDROLASE,399,4DHE,CELL CYCLE,357,1.065907572714309
8AK3,STRUCTURAL PROTEIN,365,4XUL,TRANSFERASE,298,1.0659189538925553
1ZL9,TRANSFERASE,533,6WGN,SIGNALING PROTEIN/INHIBITOR,414,1.0659335753808228
7CQV,SIGNALING PROTEIN,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",195,1.0660384249942216
7DAX,TRANSFERASE,611,4GNL,LYASE,452,1.0660962080215086
6LPH,PROTEIN BINDING,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,272,1.0661208515938707
7D87,GENE REGULATION,285,2R3K,TRANSFERASE,211,1.0661644609347525
7LZF,TRANSFERASE,162,1P2T,SIGNALING PROTEIN,240,1.0662286422824434
7CIU,TRANSFERASE,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,415,1.0662838554901537
6VFQ,CELL ADHESION,454,6ZQT,PROTEIN BINDING,425,1.0663005915942352
6S7Y,NEUROPEPTIDE,399,4DHE,CELL CYCLE,320,1.066346299327755
6XJN,HYDROLASE,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,417,1.0663465994720325
7R5F,RNA BINDING PROTEIN,411,6SI1,DNA BINDING PROTEIN,301,1.066409697880847
8FDY,TRANSFERASE,296,5MHQ,CELL CYCLE/INHIBITOR,201,1.066494458542586
8OG5,TRANSFERASE,308,6RVN,CELL CYCLE,301,1.0665526038419182
7JVO,TRANSPORT PROTEIN,329,8JCA,PROTEIN BINDING,432,1.066564729984797
8PBR,HYDROLASE,533,6WGN,SIGNALING PROTEIN/INHIBITOR,370,1.0666805588426505
6LTK,CHAPERONE,279,1GII,TRANSFERASE,208,1.066755453359579
7YBX,TRANSFERASE/INHIBITOR,356,5QQM,HYDROLASE/TRANSFERASE,300,1.0667587233692537
6HXY,STRUCTURAL PROTEIN,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,301,1.066793561950161
8R79,LIGASE,180,2GCN,SIGNALING PROTEIN,240,1.0670787418872854
7JQG,TRANSCRIPTION,612,6IYB,TRANSPORT PROTEIN,499,1.0673276100592832
7O3S,PEPTIDE BINDING PROTEIN,292,7UG1,CELL CYCLE,235,1.0673561724685086
7JVO,TRANSPORT PROTEIN,643,4YW9,LYASE,432,1.067493598523456
6LXC,TRANSCRIPTION,356,5QQL,HYDROLASE/TRANSFERASE,261,1.067507069585211
7YFK,TRANSCRIPTION,456,2NZ8,"SIGNALING PROTEIN,CELL CYCLE",580,1.067587191591834
7MQY,CELL ADHESION,285,2R3K,TRANSFERASE,370,1.067620945744302
7DCJ,DNA BINDING PROTEIN/DNA,171,6T5V,SIGNALING PROTEIN,204,1.0676593371528718
7CIV,TRANSFERASE,292,2C6I,TRANSFERASE,215,1.0677095641182854
8BJK,HYDROLASE,533,6WGN,SIGNALING PROTEIN/INHIBITOR,366,1.0677197583732867
6SLW,PEPTIDE BINDING PROTEIN,292,7UG1,CELL CYCLE,245,1.067970904733102
7BO6,TRANSCRIPTION,318,5SZH,ENDOCYTOSIS,247,1.0679877908460975
6K80,TRANSFERASE,250,6RL4,PEPTIDE BINDING PROTEIN,213,1.0681101773914192
6PZS,HYDROLASE/HYDROLASE INHIBITOR,533,6WGN,SIGNALING PROTEIN/INHIBITOR,362,1.0681107383520207
8GM5,TRANSLATION/TRANSFERASE,741,6HTW,TRANSLATION,555,1.0681601193514492
8A8Q,TRANSCRIPTION,356,5QQL,HYDROLASE/TRANSFERASE,489,1.0682469164768602
8HTC,TRANSFERASE,260,6SIP,PEPTIDE BINDING PROTEIN,290,1.0684846833182913
6XJN,HYDROLASE,292,7UG1,CELL CYCLE,417,1.0685099263024058
7VNH,TRANSCRIPTION,180,2GCN,SIGNALING PROTEIN,225,1.068656481361048
8AK3,STRUCTURAL PROTEIN,441,8DGO,SIGNALING PROTEIN,298,1.0686857579433555
7DB2,TRANSFERASE,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,468,1.06896553368284
6YYK,TRANSFERASE,313,1GFI,SIGNAL TRANSDUCTION PROTEIN,318,1.069142327497695
6TWA,HYDROLASE,772,1EFC,RNA BINDING PROTEIN,522,1.0691514001017852
7MIC,"VIRAL PROTEIN,HYDROLASE/SUBSTRATE",304,4GCJ,TRANSFERASE/TRANSFERASE INHIBITOR,220,1.0691734974174654
7CIX,TRANSFERASE,318,5SZH,ENDOCYTOSIS,216,1.069527368562337
6LTK,CHAPERONE,283,3SW7,TRANSFERASE/TRANSFERASE INHIBITOR,208,1.0695484495500822
7JVO,TRANSPORT PROTEIN,400,1KJZ,TRANSLATION,432,1.069839829025867
8D6D,"SIGNALING PROTEIN,",751,3U6B,TRANSLATION FACTOR/ANTIBIOTIC,544,1.0698962484062764
7CIX,TRANSFERASE,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,216,1.0699724689478785
8CIH,REPLICATION,399,4DHE,CELL CYCLE,362,1.0700657501183652
3K6J,OXIDOREDUCTASE,611,4GNL,LYASE,431,1.0701831849975518
6V4E,APOPTOSIS,161,4L9S,SIGNALING PROTEIN,204,1.070278462787061
6PGW,CELL ADHESION,454,6ZQT,PROTEIN BINDING,427,1.0703058835936985
6LPH,PROTEIN BINDING,318,5SZH,ENDOCYTOSIS,272,1.0703066804110388
7R3O,TRANSFERASE,292,7UG1,CELL CYCLE,395,1.070321549656549
3N9Q,OXIDOREDUCTASE,653,2FB3,LIGAND BINDING PROTEIN,496,1.0703919649355138
6T2T,TRANSFERASE,183,1ZNY,TRANSFERASE,254,1.070570587936333
7JO7,CYTOSOLIC PROTEIN,246,2H2D,HYDROLASE,367,1.0705934692432342
3K6J,OXIDOREDUCTASE,612,6IYB,TRANSPORT PROTEIN,431,1.070599606809175
7DAX,TRANSFERASE,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,452,1.0706515306889766
6V4E,APOPTOSIS,171,6T5V,SIGNALING PROTEIN,204,1.0706837233926156
8CIH,REPLICATION,316,1CIP,HYDROLASE,362,1.0707207282043247
6XRP,HYDROLASE/HYDROLASE INHIBITOR,260,6SIP,PEPTIDE BINDING PROTEIN,186,1.070732385008056
7KP1,IMMUNE SYSTEM,356,5QQM,HYDROLASE/TRANSFERASE,378,1.070739214855886
7RL3,"SIGNALING PROTEIN, TRANSFERASE",199,5TX4,TRANSFERASE/CYTOKINE,165,1.0708029195281332
8OG5,TRANSFERASE,296,5MHQ,CELL CYCLE/INHIBITOR,301,1.07086414750265
7YB7,APOPTOSIS,279,1GII,TRANSFERASE,294,1.0709889790964489
7CFB,GENE REGULATION,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,388,1.0710074551969178
7CIV,TRANSFERASE,318,5SZH,ENDOCYTOSIS,215,1.0710277092442195
6PKH,HYDROLASE,318,5SZH,ENDOCYTOSIS,312,1.0711317352474077
6VFQ,CELL ADHESION,249,7ULF,LIGASE,425,1.0711990182201097
7O2R,HYDROLASE,316,1CIP,HYDROLASE,357,1.0712853315403046
6UPR,STRUCTURAL PROTEIN,356,5QQL,HYDROLASE/TRANSFERASE,543,1.0713077985374662
6HXV,STRUCTURAL PROTEIN,283,3SW7,TRANSFERASE/TRANSFERASE INHIBITOR,333,1.0716013122083583
7PRX,SIGNALING PROTEIN,356,5QQM,HYDROLASE/TRANSFERASE,267,1.0716098276547652
8GM5,TRANSLATION/TRANSFERASE,400,1KJZ,TRANSLATION,555,1.071616279580892
7BO6,TRANSCRIPTION,246,2H2D,HYDROLASE,247,1.071711075187946
7LZF,TRANSFERASE,171,6T5V,SIGNALING PROTEIN,240,1.0717422313525402
6XZK,GENE REGULATION,182,1SVI,HYDROLASE,240,1.071769886841787
